path,class,owner,source_of_truth,runbook,run_command,dependencies,notes
syn-final/scripts/check_inputs_order_flow_acceleration_regime.py,ops,ops-reliability,syn-final/scripts/check_inputs_order_flow_acceleration_regime.py,docs/runbooks/indicator-pipeline-recovery.md,python3 syn-final/scripts/check_inputs_order_flow_acceleration_regime.py,See docs/runbooks/indicator-pipeline-recovery.md,
syn-final/scripts/check_inputs_precision_dual_regime_gate.py,ops,ops-reliability,syn-final/scripts/check_inputs_precision_dual_regime_gate.py,docs/runbooks/indicator-pipeline-recovery.md,python3 syn-final/scripts/check_inputs_precision_dual_regime_gate.py,See docs/runbooks/indicator-pipeline-recovery.md,
syn-final/scripts/check_inputs_rsi_velocity_5m.py,ops,ops-reliability,syn-final/scripts/check_inputs_rsi_velocity_5m.py,docs/runbooks/indicator-pipeline-recovery.md,python3 syn-final/scripts/check_inputs_rsi_velocity_5m.py,See docs/runbooks/indicator-pipeline-recovery.md,
syn-final/scripts/check_inputs_rsi_volatility_normalized_velocity.py,ops,ops-reliability,syn-final/scripts/check_inputs_rsi_volatility_normalized_velocity.py,docs/runbooks/indicator-pipeline-recovery.md,python3 syn-final/scripts/check_inputs_rsi_volatility_normalized_velocity.py,See docs/runbooks/indicator-pipeline-recovery.md,
syn-final/scripts/check_inputs_window_edge_57to01_nonrolling.py,ops,ops-reliability,syn-final/scripts/check_inputs_window_edge_57to01_nonrolling.py,docs/runbooks/indicator-pipeline-recovery.md,python3 syn-final/scripts/check_inputs_window_edge_57to01_nonrolling.py,See docs/runbooks/indicator-pipeline-recovery.md,
syn-final/scripts/engine.py,runtime,core-runtime,runtime/synthetic/engine.py,docs/runbooks/runtime-synthetic.md,python3 syn-final/scripts/engine.py --pairs BTC-USD ETH-USD,indicators.indicator_values; indicators.ohlcv_1m/5m/15m; indicators.order_book_indicators; indicators.oi_features,Compatibility wrapper forwarding to runtime/synthetic
syn-final/scripts/run_all_signal_producers.py,runtime,core-runtime,runtime/synthetic/run_all_signal_producers.py,docs/runbooks/runtime-synthetic.md,python3 syn-final/scripts/run_all_signal_producers.py,indicators.indicator_values; indicators.ohlcv_1m/5m/15m; indicators.order_book_indicators; indicators.oi_features,Compatibility wrapper forwarding to runtime/synthetic
syn/scripts/__init__.py,archive,archive-maintainer,syn/scripts/__init__.py,docs/architecture/repo-script-classification.md,,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_atr_normalized_reversal_pressure.py,archive,archive-maintainer,syn/scripts/check_inputs_atr_normalized_reversal_pressure.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_atr_normalized_reversal_pressure.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_cvd_price_divergence_velocity.py,archive,archive-maintainer,syn/scripts/check_inputs_cvd_price_divergence_velocity.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_cvd_price_divergence_velocity.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_early_impulse_liquidity_alignment_2m.py,archive,archive-maintainer,syn/scripts/check_inputs_early_impulse_liquidity_alignment_2m.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_early_impulse_liquidity_alignment_2m.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_early_momentum_divergence_score.py,archive,archive-maintainer,syn/scripts/check_inputs_early_momentum_divergence_score.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_early_momentum_divergence_score.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_mtf_signed_efficiency_ratio.py,archive,archive-maintainer,syn/scripts/check_inputs_mtf_signed_efficiency_ratio.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_mtf_signed_efficiency_ratio.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_multitimeframe_trend_confluence.py,archive,archive-maintainer,syn/scripts/check_inputs_multitimeframe_trend_confluence.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_multitimeframe_trend_confluence.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_oi_funding_impulse_confirmation_2m.py,archive,archive-maintainer,syn/scripts/check_inputs_oi_funding_impulse_confirmation_2m.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_oi_funding_impulse_confirmation_2m.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_order_flow_acceleration_regime.py,archive,archive-maintainer,syn/scripts/check_inputs_order_flow_acceleration_regime.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_order_flow_acceleration_regime.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_rsi_velocity_5m.py,archive,archive-maintainer,syn/scripts/check_inputs_rsi_velocity_5m.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_rsi_velocity_5m.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_rsi_volatility_normalized_velocity.py,archive,archive-maintainer,syn/scripts/check_inputs_rsi_volatility_normalized_velocity.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_rsi_volatility_normalized_velocity.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/check_inputs_window_edge_57to01_nonrolling.py,archive,archive-maintainer,syn/scripts/check_inputs_window_edge_57to01_nonrolling.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/check_inputs_window_edge_57to01_nonrolling.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/engine.py,archive,archive-maintainer,syn/scripts/engine.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/engine.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/hardcoded_playground_core.py,archive,archive-maintainer,syn/scripts/hardcoded_playground_core.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/hardcoded_playground_core.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/run_all_input_checks.py,archive,archive-maintainer,syn/scripts/run_all_input_checks.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/run_all_input_checks.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/run_bucket_phases.py,archive,archive-maintainer,syn/scripts/run_bucket_phases.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/run_bucket_phases.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
syn/scripts/run_now_executor.py,archive,archive-maintainer,syn/scripts/run_now_executor.py,docs/architecture/repo-script-classification.md,python3 syn/scripts/run_now_executor.py,Legacy scripts; do not execute in production,Phase 1 retained for reference only
